srcStateName,srcDistrictName,srcYear,Country,StateCode,StateName,YearCode,DistrictCode,Year,DistrictName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Jammu and Kashmir,DODA,2016-17,India,1,JAMMU AND KASHMIR,2016,4,"Agriculture Year (Jul - Jun), 2016",DODA,409936,32689,377247,213641,18211,195430,196295,14478,181817,79636,6719,72917,1975,134385,136359.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,DODA,2017-18,India,1,JAMMU AND KASHMIR,2017,4,"Agriculture Year (Jul - Jun), 2017",DODA,409936,32689,377247,213641,18211,195430,196295,14478,181817,79636,6719,72917,1975,134385,136359.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,DODA,2018-19,India,1,JAMMU AND KASHMIR,2018,4,"Agriculture Year (Jul - Jun), 2018",DODA,409936,32689,377247,213641,18211,195430,196295,14478,181817,79636,6719,72917,1975,134385,136359.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,JAMMU,2011-12,India,1,JAMMU AND KASHMIR,2011,5,"Agriculture Year (Jul - Jun), 2011",JAMMU,1529958,765013,764945,813821,412218,401603,716137,352795,363342,314199,154908,159291,25213,219058,244271.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,JAMMU,2012-13,India,1,JAMMU AND KASHMIR,2012,5,"Agriculture Year (Jul - Jun), 2012",JAMMU,1529958,765013,764945,813821,412218,401603,716137,352795,363342,314199,154908,159291,25213,219058,244271.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,JAMMU,2013-14,India,1,JAMMU AND KASHMIR,2013,5,"Agriculture Year (Jul - Jun), 2013",JAMMU,1529958,765013,764945,813821,412218,401603,716137,352795,363342,314199,154908,159291,25213,219058,244271.03125,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,JAMMU,2014-15,India,1,JAMMU AND KASHMIR,2014,5,"Agriculture Year (Jul - Jun), 2014",JAMMU,1529958,765013,764945,813821,412218,401603,716137,352795,363342,314199,154908,159291,25213,219058,244271.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,JAMMU,2015-16,India,1,JAMMU AND KASHMIR,2015,5,"Agriculture Year (Jul - Jun), 2015",JAMMU,1529958,765013,764945,813821,412218,401603,716137,352795,363342,314199,154908,159291,25213,219058,244271.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,JAMMU,2016-17,India,1,JAMMU AND KASHMIR,2016,5,"Agriculture Year (Jul - Jun), 2016",JAMMU,1529958,765013,764945,813821,412218,401603,716137,352795,363342,314199,154908,159291,25213,219058,244271.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,JAMMU,2017-18,India,1,JAMMU AND KASHMIR,2017,5,"Agriculture Year (Jul - Jun), 2017",JAMMU,1529958,765013,764945,813821,412218,401603,716137,352795,363342,314199,154908,159291,25213,219058,244271.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,JAMMU,2018-19,India,1,JAMMU AND KASHMIR,2018,5,"Agriculture Year (Jul - Jun), 2018",JAMMU,1529958,765013,764945,813821,412218,401603,716137,352795,363342,314199,154908,159291,25213,219058,244271.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,KATHUA,2011-12,India,1,JAMMU AND KASHMIR,2011,7,"Agriculture Year (Jul - Jun), 2011",KATHUA,616435,89713,526722,326109,47983,278126,290326,41730,248596,119583,17932,101651,4242,239714,243956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,KATHUA,2012-13,India,1,JAMMU AND KASHMIR,2012,7,"Agriculture Year (Jul - Jun), 2012",KATHUA,616435,89713,526722,326109,47983,278126,290326,41730,248596,119583,17932,101651,4242,239714,243956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,KATHUA,2013-14,India,1,JAMMU AND KASHMIR,2013,7,"Agriculture Year (Jul - Jun), 2013",KATHUA,616435,89713,526722,326109,47983,278126,290326,41730,248596,119583,17932,101651,4242,239714,243956,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,KATHUA,2014-15,India,1,JAMMU AND KASHMIR,2014,7,"Agriculture Year (Jul - Jun), 2014",KATHUA,616435,89713,526722,326109,47983,278126,290326,41730,248596,119583,17932,101651,4242,239714,243956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,KATHUA,2015-16,India,1,JAMMU AND KASHMIR,2015,7,"Agriculture Year (Jul - Jun), 2015",KATHUA,616435,89713,526722,326109,47983,278126,290326,41730,248596,119583,17932,101651,4242,239714,243956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,KATHUA,2016-17,India,1,JAMMU AND KASHMIR,2016,7,"Agriculture Year (Jul - Jun), 2016",KATHUA,616435,89713,526722,326109,47983,278126,290326,41730,248596,119583,17932,101651,4242,239714,243956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,KATHUA,2017-18,India,1,JAMMU AND KASHMIR,2017,7,"Agriculture Year (Jul - Jun), 2017",KATHUA,616435,89713,526722,326109,47983,278126,290326,41730,248596,119583,17932,101651,4242,239714,243956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,KATHUA,2018-19,India,1,JAMMU AND KASHMIR,2018,7,"Agriculture Year (Jul - Jun), 2018",KATHUA,616435,89713,526722,326109,47983,278126,290326,41730,248596,119583,17932,101651,4242,239714,243956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,KUPWARA,2011-12,India,1,JAMMU AND KASHMIR,2011,8,"Agriculture Year (Jul - Jun), 2011",KUPWARA,870354,104729,765625,474190,62152,412038,396164,42577,353587,113929,11999,101930,4734,61595.4,66329.37109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,KUPWARA,2012-13,India,1,JAMMU AND KASHMIR,2012,8,"Agriculture Year (Jul - Jun), 2012",KUPWARA,870354,104729,765625,474190,62152,412038,396164,42577,353587,113929,11999,101930,4734,61595.4,66329.37109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,KUPWARA,2014-15,India,1,JAMMU AND KASHMIR,2014,8,"Agriculture Year (Jul - Jun), 2014",KUPWARA,870354,104729,765625,474190,62152,412038,396164,42577,353587,113929,11999,101930,4734,61595.4,66329.37109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,KUPWARA,2015-16,India,1,JAMMU AND KASHMIR,2015,8,"Agriculture Year (Jul - Jun), 2015",KUPWARA,870354,104729,765625,474190,62152,412038,396164,42577,353587,113929,11999,101930,4734,61595.4,66329.37109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,KUPWARA,2016-17,India,1,JAMMU AND KASHMIR,2016,8,"Agriculture Year (Jul - Jun), 2016",KUPWARA,870354,104729,765625,474190,62152,412038,396164,42577,353587,113929,11999,101930,4734,61595.4,66329.37109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,KUPWARA,2017-18,India,1,JAMMU AND KASHMIR,2017,8,"Agriculture Year (Jul - Jun), 2017",KUPWARA,870354,104729,765625,474190,62152,412038,396164,42577,353587,113929,11999,101930,4734,61595.4,66329.37109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,KUPWARA,2018-19,India,1,JAMMU AND KASHMIR,2018,8,"Agriculture Year (Jul - Jun), 2018",KUPWARA,870354,104729,765625,474190,62152,412038,396164,42577,353587,113929,11999,101930,4734,61595.4,66329.37109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,POONCH,2011-12,India,1,JAMMU AND KASHMIR,2011,10,"Agriculture Year (Jul - Jun), 2011",POONCH,476835,38630,438205,251899,22125,229774,224936,16505,208431,90261,7216,83045,2408,112557,114965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,POONCH,2012-13,India,1,JAMMU AND KASHMIR,2012,10,"Agriculture Year (Jul - Jun), 2012",POONCH,476835,38630,438205,251899,22125,229774,224936,16505,208431,90261,7216,83045,2408,112557,114965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,POONCH,2013-14,India,1,JAMMU AND KASHMIR,2013,10,"Agriculture Year (Jul - Jun), 2013",POONCH,476835,38630,438205,251899,22125,229774,224936,16505,208431,90261,7216,83045,2408,112557,114965,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,POONCH,2014-15,India,1,JAMMU AND KASHMIR,2014,10,"Agriculture Year (Jul - Jun), 2014",POONCH,476835,38630,438205,251899,22125,229774,224936,16505,208431,90261,7216,83045,2408,112557,114965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,POONCH,2015-16,India,1,JAMMU AND KASHMIR,2015,10,"Agriculture Year (Jul - Jun), 2015",POONCH,476835,38630,438205,251899,22125,229774,224936,16505,208431,90261,7216,83045,2408,112557,114965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,POONCH,2016-17,India,1,JAMMU AND KASHMIR,2016,10,"Agriculture Year (Jul - Jun), 2016",POONCH,476835,38630,438205,251899,22125,229774,224936,16505,208431,90261,7216,83045,2408,112557,114965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,POONCH,2017-18,India,1,JAMMU AND KASHMIR,2017,10,"Agriculture Year (Jul - Jun), 2017",POONCH,476835,38630,438205,251899,22125,229774,224936,16505,208431,90261,7216,83045,2408,112557,114965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,POONCH,2018-19,India,1,JAMMU AND KASHMIR,2018,10,"Agriculture Year (Jul - Jun), 2018",POONCH,476835,38630,438205,251899,22125,229774,224936,16505,208431,90261,7216,83045,2408,112557,114965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,PULWAMA,2011-12,India,1,JAMMU AND KASHMIR,2011,11,"Agriculture Year (Jul - Jun), 2011",PULWAMA,560440,80462,479978,293064,44968,248096,267376,35494,231882,86241,10654,75587,3855,59732.2,63587.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,PULWAMA,2012-13,India,1,JAMMU AND KASHMIR,2012,11,"Agriculture Year (Jul - Jun), 2012",PULWAMA,560440,80462,479978,293064,44968,248096,267376,35494,231882,86241,10654,75587,3855,59732.2,63587.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,PULWAMA,2013-14,India,1,JAMMU AND KASHMIR,2013,11,"Agriculture Year (Jul - Jun), 2013",PULWAMA,560440,80462,479978,293064,44968,248096,267376,35494,231882,86241,10654,75587,3855,59732.2,63587.234375,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,PULWAMA,2014-15,India,1,JAMMU AND KASHMIR,2014,11,"Agriculture Year (Jul - Jun), 2014",PULWAMA,560440,80462,479978,293064,44968,248096,267376,35494,231882,86241,10654,75587,3855,59732.2,63587.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,PULWAMA,2015-16,India,1,JAMMU AND KASHMIR,2015,11,"Agriculture Year (Jul - Jun), 2015",PULWAMA,560440,80462,479978,293064,44968,248096,267376,35494,231882,86241,10654,75587,3855,59732.2,63587.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,PULWAMA,2016-17,India,1,JAMMU AND KASHMIR,2016,11,"Agriculture Year (Jul - Jun), 2016",PULWAMA,560440,80462,479978,293064,44968,248096,267376,35494,231882,86241,10654,75587,3855,59732.2,63587.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,PULWAMA,2017-18,India,1,JAMMU AND KASHMIR,2017,11,"Agriculture Year (Jul - Jun), 2017",PULWAMA,560440,80462,479978,293064,44968,248096,267376,35494,231882,86241,10654,75587,3855,59732.2,63587.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,PULWAMA,2018-19,India,1,JAMMU AND KASHMIR,2018,11,"Agriculture Year (Jul - Jun), 2018",PULWAMA,560440,80462,479978,293064,44968,248096,267376,35494,231882,86241,10654,75587,3855,59732.2,63587.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,RAJAURI,2011-12,India,1,JAMMU AND KASHMIR,2011,12,"Agriculture Year (Jul - Jun), 2011",RAJOURI,642415,52314,590101,345351,34603,310748,297064,17711,279353,130401,7756,122645,2189,249680,251869.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,RAJAURI,2012-13,India,1,JAMMU AND KASHMIR,2012,12,"Agriculture Year (Jul - Jun), 2012",RAJOURI,642415,52314,590101,345351,34603,310748,297064,17711,279353,130401,7756,122645,2189,249680,251869.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,RAJAURI,2013-14,India,1,JAMMU AND KASHMIR,2013,12,"Agriculture Year (Jul - Jun), 2013",RAJOURI,642415,52314,590101,345351,34603,310748,297064,17711,279353,130401,7756,122645,2189,249680,251869.3125,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,RAJAURI,2014-15,India,1,JAMMU AND KASHMIR,2014,12,"Agriculture Year (Jul - Jun), 2014",RAJOURI,642415,52314,590101,345351,34603,310748,297064,17711,279353,130401,7756,122645,2189,249680,251869.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,RAJAURI,2015-16,India,1,JAMMU AND KASHMIR,2015,12,"Agriculture Year (Jul - Jun), 2015",RAJOURI,642415,52314,590101,345351,34603,310748,297064,17711,279353,130401,7756,122645,2189,249680,251869.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,RAJAURI,2016-17,India,1,JAMMU AND KASHMIR,2016,12,"Agriculture Year (Jul - Jun), 2016",RAJOURI,642415,52314,590101,345351,34603,310748,297064,17711,279353,130401,7756,122645,2189,249680,251869.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,RAJAURI,2017-18,India,1,JAMMU AND KASHMIR,2017,12,"Agriculture Year (Jul - Jun), 2017",RAJOURI,642415,52314,590101,345351,34603,310748,297064,17711,279353,130401,7756,122645,2189,249680,251869.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,RAJAURI,2018-19,India,1,JAMMU AND KASHMIR,2018,12,"Agriculture Year (Jul - Jun), 2018",RAJOURI,642415,52314,590101,345351,34603,310748,297064,17711,279353,130401,7756,122645,2189,249680,251869.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,SRINAGAR,2011-12,India,1,JAMMU AND KASHMIR,2011,13,"Agriculture Year (Jul - Jun), 2011",SRINAGAR,1236829,1219516,17313,651124,642208,8916,585705,577308,8397,191678,188834,2844,1593,1595.4,3188.39990234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,SRINAGAR,2012-13,India,1,JAMMU AND KASHMIR,2012,13,"Agriculture Year (Jul - Jun), 2012",SRINAGAR,1236829,1219516,17313,651124,642208,8916,585705,577308,8397,191678,188834,2844,1593,1595.4,3188.39990234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,SRINAGAR,2013-14,India,1,JAMMU AND KASHMIR,2013,13,"Agriculture Year (Jul - Jun), 2013",SRINAGAR,1236829,1219516,17313,651124,642208,8916,585705,577308,8397,191678,188834,2844,1593,1595.4,3188.39990234375,0,0,0,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,SRINAGAR,2014-15,India,1,JAMMU AND KASHMIR,2014,13,"Agriculture Year (Jul - Jun), 2014",SRINAGAR,1236829,1219516,17313,651124,642208,8916,585705,577308,8397,191678,188834,2844,1593,1595.4,3188.39990234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,SRINAGAR,2015-16,India,1,JAMMU AND KASHMIR,2015,13,"Agriculture Year (Jul - Jun), 2015",SRINAGAR,1236829,1219516,17313,651124,642208,8916,585705,577308,8397,191678,188834,2844,1593,1595.4,3188.39990234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,SRINAGAR,2016-17,India,1,JAMMU AND KASHMIR,2016,13,"Agriculture Year (Jul - Jun), 2016",SRINAGAR,1236829,1219516,17313,651124,642208,8916,585705,577308,8397,191678,188834,2844,1593,1595.4,3188.39990234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
